RegionName,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,PRICE/SQ. FT.,POPULATION,UNEMPLOYMENT_RATE,AVERAGE_SALARY/MON,MORTALITY_RATE
Maine,0.916666667,0.9,0.904255319,0.951872479,1,1.03125,1.053438749,1.05686992,1.002358491,1.047760484,1.046618296,1.047771456,0.996571822,1330719,5.6,73971,6.7
Maryland,1.217532468,1.220703125,1.220703125,1.228448276,1.25,1.25,1.260911736,1.253687316,1.245840255,1.233552632,1.225490196,1.232091691,1.236580068,5967295,5.8,69160,6.5
Massachusetts,2.200996678,2.194865112,2.166666667,2.183406114,2.5,2.524530255,2.508398782,2.409638554,2.333333333,2.234421672,2.207334274,2.228511068,2.307675209,6749911,5.8,49847,4.4
Michigan,0.853548967,0.850925575,0.850918993,0.856038545,0.876095119,0.878801895,0.877192982,0.876095119,0.875854294,0.882352941,0.876338851,0.869565217,0.868644041,9915767,7.3,61481,6.5
Minnesota,1.082890424,1.093078181,1.1,1.101900643,1.103603604,1.12630171,1.114930191,1.125,1.119575442,1.106770833,1.104772149,1.116071429,1.107907884,5453109,4.2,39680,5
Mississippi,0.681818182,0.683850794,0.682926829,0.682926829,0.695652174,0.701780807,0.702792607,0.696540553,0.700378788,0.690812258,0.689338235,0.691562932,0.691698416,2992400,7.5,48363,8.2
Missouri,0.769410161,0.769230769,0.76754386,0.769230769,0.789792534,0.806451613,0.807291667,0.8,0.787931001,0.78125,0.782331373,0.765306122,0.782980822,6060930,6.1,46328,6.1
Montana,0.829545455,0.836120401,0.833333333,0.844688631,0.878220141,0.89635327,0.9375,0.925925926,0.885416667,0.9,0.854885057,0.853535354,0.872960353,1022867,4.7,52686,5.5
Nebraska,0.892857143,0.880564948,0.89674273,0.895522388,0.890279115,0.916666667,0.926653797,0.937866354,0.947231834,0.931874163,0.926296296,0.944206009,0.915563454,1881145,3.3,51450,5.1
Nevada,0.72071349,0.719985528,0.722394221,0.724163028,0.728449084,0.734463277,0.738125802,0.738380039,0.738396624,0.733368256,0.732356858,0.730016873,0.730067757,2833013,7.9,66532,5.5
New Hampshire,1.095498727,1.083333333,1.071428571,1.079166667,1.091089466,1.092083008,1.070395563,1.066623573,1.066339578,1.065449011,1.049134496,1.046207498,1.073062458,1328743,4.3,71919,4.3
New Jersey,1.285714286,1.293196746,1.302083333,1.314472429,1.371204701,1.374184543,1.367823824,1.348706722,1.333333333,1.31370826,1.308681888,1.310235418,1.326945457,8925001,6.7,44803,4.4
New Mexico,0.754355401,0.75875314,0.758017493,0.759013283,0.757336775,0.778485492,0.776583035,0.773809524,0.774689855,0.764525994,0.755166932,0.753968254,0.763725431,2083024,6.7,58878,5.4
New York,1.29,1.29877,1.29866,1.30876,1.31089,1.3198768,1.31576,1.3132,1.3123,1.3232,1.432,1.398767,1.32684865,19718515,6.3,46556,4.6
North Carolina,0.697130974,0.699226233,0.701114403,0.704545455,0.71329099,0.713339705,0.709977048,0.705417607,0.700604839,0.699300699,0.699300699,0.699588477,0.703569761,9934399,6.3,59029,7.1
North Dakota,,,,,,,,1.252350427,1.265409887,1.142342033,1,0.996677741,1.131356018,739904,2.7,49308,5
Ohio,0.755813953,0.753295669,0.750652742,0.752314815,0.785523491,0.778388278,0.779588944,0.775959855,0.78125,0.781521362,0.776531493,0.773596177,0.770369731,11594408,5.8,47529,6.9
Oklahoma,0.736806853,0.739144553,0.75,0.755347511,0.774209426,0.773594636,0.775434243,0.764705882,0.760204082,0.760193837,0.753661673,0.757575758,0.758406538,3877499,4.5,51075,8.1
Oregon,0.895,0.896491559,0.9032796,0.912698413,0.937138399,0.946782178,0.954568593,0.963391137,0.960796915,0.959341192,0.95515685,0.958333333,0.936914847,3968371,6.8,53234,5.1
Pennsylvania,0.925925926,0.922474572,0.926603508,0.9375,1,1.009723261,1.001213592,0.976884685,0.970652035,0.952380952,0.9375,0.9375,0.958196544,12790565,5.8,54891,5.9
Rhode Island,1.212154575,1.221798134,1.225490196,1.232201903,1.272189349,1.300452489,1.3,1.272577997,1.272593908,1.280683193,1.27582017,1.274362819,1.261693728,1054480,7.7,45238,4.4
South Carolina,0.78125,0.777511962,0.774847138,0.775,0.784078255,0.795548075,0.801931588,0.826666667,0.799853908,0.788506595,0.791640279,0.794763061,0.790966461,4828430,6.4,50979,6.5
South Dakota,0.687787188,0.708082127,0.790825523,0.776397516,0.843258304,0.818516801,0.753478938,0.800359712,0.819348561,0.747065101,0.787153652,0.825,0.779772785,852561,3.4,44361,5.9
Tennessee,0.71563557,0.703125,0.707070707,0.712643678,0.733130096,0.738916256,0.737140044,0.737100737,0.728250898,0.730140187,0.729788388,0.728937729,0.725156608,6544663,6.5,53035,6.9
Texas,0.783593335,0.782410857,0.78635433,0.794450079,0.820297935,0.824880207,0.826683937,0.827118825,0.824742268,0.81920904,0.817381418,0.817527796,0.810387502,26944751,5.1,53657,5.8
Utah,0.843034926,0.845403661,0.839267548,0.840371622,0.861928792,0.858983536,0.863013582,0.865091463,0.861111111,0.870463941,0.876601882,0.880758808,0.858835906,2941836,3.8,60922,4.9
Vermont,0.7645,0.76675,0.764635,0.77456,0.6778,0.75465,0.77867,0.76786,0.7767,0.7648,0.75678,0.678678,0.752198583,626984,4.0,54166,4.6
Virginia,0.994318182,0.989952719,0.993047836,1,1.023787313,1.032695375,1.041666667,1.039192399,1.030604851,1.018808777,1.012694855,1.003597122,1.015030508,8317372,5.2,64902,5.8
Washington,0.939985539,0.941619586,0.946729718,0.954198473,0.976907809,0.975753992,0.981481481,0.989583333,0.991735537,0.990528661,0.995024876,0.988319856,0.972655738,7054196,6.1,61366,4.5
West Virginia,0.686020394,0.683229814,0.679225301,0.693240901,0.731617647,0.740546218,0.745614035,0.747392401,0.75,0.73928697,0.748824692,0.749007569,0.724500495,1848514,6.6,41059,7
Wisconsin,0.898123324,0.896360966,0.883974359,0.901012201,0.923361122,0.93958132,0.916104147,0.926086253,0.925110132,0.916666667,0.895994378,0.875,0.908114572,5758377,5.4,52622,5.7
Wyoming,0.876096491,0.854849545,0.88945398,0.888888889,0.983873278,0.968339207,0.973478618,0.950118765,1,1,0.971535123,0.953458306,0.942507684,583642,4.2,57055,6.4
