RegionName,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,PRICE/SQ. FT.,POPULATION,UNEMPLOYMENT_RATE,AVERAGE_SALARY/MON,MORTALITY_RATE
Hawaii,2.291666667,2.176470588,2.219383126,2.308518549,2.293152789,2.277904328,2.173913043,2.216066482,2.147838807,2.099886493,2.046783626,2,2.187632042,1377864,6.8,43341,5.3
Idaho,0.54,0.66,0.5643,0.543333,0.59999,0.616890275,0.621445995,0.62989615,0.625657895,0.617241379,0.616233349,0.597199341,0.602682282,1584143,8.3,53234,5.0
Illinois,1.142857143,1.161202186,1.230769231,1.294251998,1.292000891,1.333333333,1.346544715,1.370588235,1.335707925,1.272015656,1.234285714,1.227586207,1.27009527,12860012,9.7,46438,6.5
Indiana,0.701820941,0.694176733,0.698868534,0.713228414,0.72101869,0.70647908,0.689546599,0.685714286,0.68465577,0.681818182,0.680829181,0.671839564,0.694166331,6516480,9.1,49427,7.7
Iowa,0.888,0.98777,0.91111,0.9,0.8666,0.901333447,0.893911517,0.844444444,0.875875876,0.880952381,0.868225064,0.878975265,0.891433166,3065223,5.5,48964,4.7
Kansas,0.675678596,0.658143939,0.717703349,0.783465058,0.791686128,0.806451613,0.815789474,0.800582242,0.792459865,0.781609195,0.768049155,0.741935484,0.761129508,2869503,6.5,41141,6.2
Kentucky,0.718641115,0.692844342,0.687262983,0.728495155,0.732459522,0.736377025,0.740687587,0.73787062,0.722514719,0.723463523,0.723240116,0.728862974,0.72272664,4369354,9.4,41734,6.3
Louisiana,0.857308393,0.849963045,0.857142857,0.857142857,0.838971938,0.830810329,0.847817024,0.837801609,0.833333333,0.8,0.80017301,0.809248555,0.834976079,4575404,7.8,46033,8.2
Maine,0.84,0.86,0.866666,0.8678999,0.8777,0.879999,0.88,0.888,0.9,0.89099,0.897751921,0.960451977,0.884121567,1328231,7.9,70004,6.5
Maryland,1.179245283,1.177633212,1.187987545,1.193576389,1.210731908,1.215277778,1.224662162,1.215953307,1.209302326,1.207729469,1.20731301,1.198,1.202284366,5843603,7.2,62859,6.8
Massachusetts,1.7888,1.899,1.9,1.8222,1.9877,2.073365231,2,1.780124224,1.588097422,1.507675439,1.473880597,1.451278507,1.772676785,6611923,7.3,45981,4.2
Michigan,0.843319394,0.847371396,0.849785647,0.866376262,0.872817955,0.875486381,0.880952381,0.885466082,0.871319886,0.797101449,0.788201161,0.799793602,0.848165966,9876213,10.4,56954,6.6
Minnesota,1.052893352,1.055084746,1.053113553,1.063411897,1.065751445,1.068313953,1.060395289,1.068294908,1.059322034,1.032608696,1,1,1.048265823,5348562,6.5,36919,4.8
Mississippi,0.640430797,0.641509799,0.664924973,0.69364031,0.7,0.694444444,0.677290837,0.669794323,0.674581759,0.677186482,0.6625,0.670946709,0.672270869,2978162,10,45247,9.4
Missouri,0.724637681,0.748327759,0.766998342,0.785498489,0.787490166,0.811764706,0.8,0.788522921,0.783388762,0.79161921,0.8,0.784753363,0.78108345,6010717,8.5,44222,6.4
Montana,0.6999,0.71111,0.72111,0.7555,0.771388499,0.845267084,0.83410637,0.824652778,0.86716587,0.869987146,0.856976264,0.842736248,0.799991688,997821,6.9,50296,5.9
Nebraska,0.767462454,0.798889574,0.8,0.83600305,0.841500565,0.821570789,0.852272727,0.844359404,0.863715278,0.852803738,0.798558019,0.810307533,0.823953594,1842283,4.4,48927,5.6
Nevada,0.748502994,0.748951468,0.746421268,0.745955157,0.75195611,0.747635943,0.750136388,0.748931072,0.744601638,0.737877723,0.732758621,0.732484076,0.744684371,2718379,13,62647,5.7
New Hampshire,0.987580981,1.001378794,1.025062267,1.031911951,0.988843813,1.067261905,1.110970535,1.052978067,1.055408971,1.000417014,1.004744706,1.042149143,1.030725679,1318473,5.4,67458,4.7
New Jersey,1.230542096,1.235100043,1.240135287,1.274411173,1.277320241,1.272869863,1.272727273,1.254480287,1.232032854,1.214285714,1.25,1.260504202,1.251200753,8841243,9.3,41963,5.1
New Mexico,0.763358779,0.720260223,0.754373568,0.791424034,0.791556728,0.788337655,0.775,0.768555116,0.775416427,0.7633065,0.745739013,0.748344371,0.765472701,2077756,7.5,55246,5.4
New York,1.44,1.3999,1.41111,1.4666,1.4999,1.5,1.51232,1.54322,1.5632,1.579877,1.579899,1.58,1.5063355,19519529,8.3,43916,5.1
North Carolina,0.676078386,0.68632146,0.694444444,0.699650175,0.700934579,0.7,0.699869792,0.697084918,0.692307692,0.6875,0.688073394,0.687285223,0.692462505,9650963,10.3,51704,7.2
North Dakota,0.55,0.544,0.5644,0.5565,0.59,0.5799,0.5988,0.54333,0.6009,0.609,0.5994,0.61,0.5788525,685476,3.5,45749,6.4
Ohio,0.717298353,0.711688718,0.715488215,0.744433136,0.750938673,0.751010976,0.758909212,0.754306108,0.750577367,0.739506173,0.738108256,0.726443989,0.738225765,11544824,8.8,43225,7.9
Oklahoma,0.689227983,0.689655172,0.677983624,0.691915513,0.706117486,0.702277657,0.694875776,0.676938949,0.691347012,0.687588621,0.68397117,0.684742647,0.689720134,3786274,5.9,46816,7.2
Oregon,0.803571429,0.795297372,0.801043219,0.8125,0.829545455,0.841127622,0.841549296,0.834930427,0.827402135,0.823863636,0.822162838,0.82046332,0.821121396,3868031,9.5,50228,4.6
Pennsylvania,0.931677019,0.914634146,0.930232558,0.95203235,0.963275135,0.931826648,0.927691477,0.934553705,0.919266774,0.910931174,0.913361169,0.91222031,0.928475205,12744293,7.9,53636,6.5
Rhode Island,1.23333,1.266666,1.222,1.1999,1.193222,1.197771,1.196788,1,1.220858896,1.185978275,1.166666667,1.203015075,1.190516326,1052451,11,42367,6.4
South Carolina,0.743647235,0.740979381,0.744700435,0.75015006,0.758549784,0.752445448,0.753348214,0.753688262,0.744878957,0.738916256,0.731085128,0.733799534,0.745515724,4672637,10.6,48321,7.4
South Dakota,0.71999,0.718,0.6987,0.71222,0.7187,0.7199,0.7123,0.7209,0.721,0.72012,0.721153846,0.729031997,0.717667987,824398,4.7,41693,6.2
Tennessee,0.72,0.697792438,0.700956997,0.731578947,0.733129884,0.730007337,0.740740741,0.744047619,0.733620229,0.731382979,0.721649485,0.722370479,0.725606428,6397634,9,49392,7
Texas,0.78125,0.754159914,0.755124056,0.757452374,0.758581492,0.758240483,0.753659396,0.749741468,0.740979381,0.740172884,0.746268657,0.745456689,0.7534239,25646389,7.8,50502,5.7
Utah,0.8456,0.85112,0.853603604,0.819780776,0.838926174,0.844856064,0.874638314,0.883821773,0.815568584,0.805944199,0.804640719,0.80932622,0.837318869,2816124,6.7,55869,5.5
Vermont,0.712,0.71,0.711,0.719,0.7201,0.723,0.73566,0.7399,0.7412,0.74189,0.7534,0.7412,0.729029167,626730,5.5,52776,4.9
Virginia,0.9375,0.938095238,0.948839524,0.966022652,0.974989402,0.974817222,0.980392157,0.970873786,0.949427481,0.946252839,0.940996948,0.941850942,0.955838183,8110035,6.6,61882,6.8
Washington,0.936147186,0.941666667,0.945057497,0.942144809,0.951225286,0.948821162,0.95505618,0.934895833,0.923295455,0.924711982,0.925,0.924702774,0.937727069,6822520,9.3,56835,4.5
West Virginia,0.71969697,0.717826034,0.742857143,0.715994532,0.716648291,0.726141079,0.707427994,0.716234652,0.692844342,0.655976676,0.6603211,0.675,0.703914068,1854972,8.1,38482,6.8
Wisconsin,0.820383912,0.789663006,0.793773746,0.801614764,0.814814815,0.8719721,0.881834215,0.857611969,0.860219032,0.856342823,0.901898734,0.875,0.84376076,5709640,7.8,50395,6.3
Wyoming,0.754,0.75432,0.76567,0.765676,0.776545,0.78544,0.78965,0.76788,0.77654,0.7812,0.78654,0.78654,0.77416675,567725,5.8,56322,6.6
